,Unnamed: 0,title,description,text,topic
1079,1079,Mise à jour Keycloak 26.1.0,"Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service","Mise à jour Keycloak 26.1.0 Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service",3
1080,1080,Mise à jour Keycloak 26.0.8 pour contourner les vulnérabilités,"Contourner les vulnérabilités : 
https://github.com/keycloak/keycloak/security/advisories/GHSA-w3g8-r9gw-qrh8
https://github.com/keycloak/keycloak/security/advisories/GHSA-f4v7-3mww-9gc2","Mise à jour Keycloak 26.0.8 pour contourner les vulnérabilités Contourner les vulnérabilités : 
https://github.com/keycloak/keycloak/security/advisories/GHSA-w3g8-r9gw-qrh8
https://github.com/keycloak/keycloak/security/advisories/GHSA-f4v7-3mww-9gc2",7
1081,1081,[SIA] Vérification de la sécurité liée aux machines rouges et écarlates,"Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service","[SIA] Vérification de la sécurité liée aux machines rouges et écarlates Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service",3
1082,1082,[sugoi] suppression projet Pelican,"Service concerné (Vault, keycloak, sugoi, AD, ...) : sugoi

Description de la demande : Pouvez-vous supprimer le projet Pelican sur le sugoi de production? https://gestion-comptes-utilisateurs.insee.fr/realm/SSP/applications/Pelican 

Merci!","[sugoi] suppression projet Pelican Service concerné (Vault, keycloak, sugoi, AD, ...) : sugoi

Description de la demande : Pouvez-vous supprimer le projet Pelican sur le sugoi de production? https://gestion-comptes-utilisateurs.insee.fr/realm/SSP/applications/Pelican 

Merci!",13
1083,1083,[LDAP] Nettoyage Appli,"Service concerné (Vault, keycloak, sugoi, AD, ...) : Sugoi - LDAP - Vault

Description de la demande : Bart Olivier 
Les applications correspondantes étant décommissionnées (ou décommissionnables prochainement), pouvez-vous svp supprimer de Sugoi (Prod + Recette) les applications suivantes :  
-	Sirene3  
-	WebCFE  
-	Sydore","[LDAP] Nettoyage Appli Service concerné (Vault, keycloak, sugoi, AD, ...) : Sugoi - LDAP - Vault

Description de la demande : Bart Olivier 
Les applications correspondantes étant décommissionnées (ou décommissionnables prochainement), pouvez-vous svp supprimer de Sugoi (Prod + Recette) les applications suivantes :  
-	Sirene3  
-	WebCFE  
-	Sydore",13
1084,1084,Problème de délégation DNS sur la zone AD.INSEE.INTRA,"Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service","Problème de délégation DNS sur la zone AD.INSEE.INTRA Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service",3
1085,1085,Saturation des logs keycloak / bdd int et externe de prod,"
vu aussi par dba : Erreur dans la sauvegarde de pdkeycloaklg107

Bonjour,

L’erreur ci-dessous se reproduit sans cesse pour la sauvegarde de pdkeycloaklg107 et remplit la log. Il y a un pb dans la base, pouvez-vous regarder svp ?

2025-01-09 13:20:06 CET [37555]: [996191-1] user=user_keycloak,db=pi_pg_keycloak_pd07,remote=10.203.144.31(48014)ERREUR: 23505: la valeur d'une clé dupliquée rompt la contrainte unique « constraint_offl_us_ses_pk2 »
2025-01-09 13:20:06 CET [37555]: [996192-1] user=user_keycloak,db=pi_pg_keycloak_pd07,remote=10.203.144.31(48014)DÉTAIL: La clé « (user_session_id, offline_flag)=(5c841f2a-8b64-46ba-99bc-d3949248f467, 0) » existe déjà.
2025-01-09 13:20:06 CET [37555]: [996193-1] user=user_keycloak,db=pi_pg_keycloak_pd07,remote=10.203.144.31(48014)EMPLACEMENT : _bt_check_unique, nbtinsert.c:663
2025-01-09 13:20:06 CET [37555]: [996194-1] user=user_keycloak,db=pi_pg_keycloak_pd07,remote=10.203.144.31(48014)INSTRUCTION : insert into OFFLINE_USER_SESSION (BROKER_SESSION_ID,CREATED_ON,DATA,LAST_SESSION_REFRESH,REALM_ID,USER_ID,VERSION,OFFLINE_FLAG,USER_SESSION_ID) values ($1,$2,$3,$4,$5,$6,$7,$8,$9)

Merci
Belle journée


Sandrine MUNOZ
Equipe Persistance des données (PDD)
Service National des Services et Supports Informatiques (SNSSI) de Metz","Saturation des logs keycloak / bdd int et externe de prod 
vu aussi par dba : Erreur dans la sauvegarde de pdkeycloaklg107

Bonjour,

L’erreur ci-dessous se reproduit sans cesse pour la sauvegarde de pdkeycloaklg107 et remplit la log. Il y a un pb dans la base, pouvez-vous regarder svp ?

2025-01-09 13:20:06 CET [37555]: [996191-1] user=user_keycloak,db=pi_pg_keycloak_pd07,remote=10.203.144.31(48014)ERREUR: 23505: la valeur d'une clé dupliquée rompt la contrainte unique « constraint_offl_us_ses_pk2 »
2025-01-09 13:20:06 CET [37555]: [996192-1] user=user_keycloak,db=pi_pg_keycloak_pd07,remote=10.203.144.31(48014)DÉTAIL: La clé « (user_session_id, offline_flag)=(5c841f2a-8b64-46ba-99bc-d3949248f467, 0) » existe déjà.
2025-01-09 13:20:06 CET [37555]: [996193-1] user=user_keycloak,db=pi_pg_keycloak_pd07,remote=10.203.144.31(48014)EMPLACEMENT : _bt_check_unique, nbtinsert.c:663
2025-01-09 13:20:06 CET [37555]: [996194-1] user=user_keycloak,db=pi_pg_keycloak_pd07,remote=10.203.144.31(48014)INSTRUCTION : insert into OFFLINE_USER_SESSION (BROKER_SESSION_ID,CREATED_ON,DATA,LAST_SESSION_REFRESH,REALM_ID,USER_ID,VERSION,OFFLINE_FLAG,USER_SESSION_ID) values ($1,$2,$3,$4,$5,$6,$7,$8,$9)

Merci
Belle journée


Sandrine MUNOZ
Equipe Persistance des données (PDD)
Service National des Services et Supports Informatiques (SNSSI) de Metz",-1
1086,1086,[Keycloak+LDAP] suppression realms externes,"Service concerné (Vault, keycloak, sugoi, AD, ...) : keycloak

Description de la demande :  
-	Cfe : suppression totale branche annuaire + realm sugoi + realm keycloak  
-	Client sir : suppression branche + realm sugoi (pas de realm keycloak)  
-	Repertoire entreprise : suppression branche + realm sugoi. Maintien du realm keycloak en l’état sauf configuration ldap à supprimer.","[Keycloak+LDAP] suppression realms externes Service concerné (Vault, keycloak, sugoi, AD, ...) : keycloak

Description de la demande :  
-	Cfe : suppression totale branche annuaire + realm sugoi + realm keycloak  
-	Client sir : suppression branche + realm sugoi (pas de realm keycloak)  
-	Repertoire entreprise : suppression branche + realm sugoi. Maintien du realm keycloak en l’état sauf configuration ldap à supprimer.",13
1087,1087,Impossibilité de changer un mot de passe PART depuis le SIA,"Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service","Impossibilité de changer un mot de passe PART depuis le SIA Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service",-1
1088,1088,[Keycloak]  Ajout rôle pour le compte de service keycloak pour Resil,"Service concerné (Vault, keycloak, sugoi, AD, ...) : Keycloak

Description de la demande : L’application Résil a désormais besoin d’accéder à un nouvel endpoint de l’application Gaia. Pour cela, pouvez-vous ajouter le rôle APPARTENANCE_LIEU_GAIA au compte de service resil-service du realm agents-insee-interne pour les 2 serveurs KeyCloak de prod (interne) et de test. (Comme c'est déjà le cas pour le rôle IDENTIFICATION_GAIA)

demandeur Stéphane Roger","[Keycloak]  Ajout rôle pour le compte de service keycloak pour Resil Service concerné (Vault, keycloak, sugoi, AD, ...) : Keycloak

Description de la demande : L’application Résil a désormais besoin d’accéder à un nouvel endpoint de l’application Gaia. Pour cela, pouvez-vous ajouter le rôle APPARTENANCE_LIEU_GAIA au compte de service resil-service du realm agents-insee-interne pour les 2 serveurs KeyCloak de prod (interne) et de test. (Comme c'est déjà le cas pour le rôle IDENTIFICATION_GAIA)

demandeur Stéphane Roger",4
1089,1089,Correction des écarts Oradad,"Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service","Correction des écarts Oradad Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service",3
1090,1090,Compte en R HS en DMZ,"Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service","Compte en R HS en DMZ Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service",3
1091,1091,Signature de certificat pour le SIA,"Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service","Signature de certificat pour le SIA Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service",-1
1092,1092,Problème de droits pour modifier des groupes (PTSE),"Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service","Problème de droits pour modifier des groupes (PTSE) Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service",3
1093,1093,a commence a descendre,"Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service","a commence a descendre Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service",3
1094,1094,[AD] Restauration d'un compte Ordinateur,"Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service","[AD] Restauration d'un compte Ordinateur Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service",3
1095,1095,Finaliser droits d'accès centréon,"Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service","Finaliser droits d'accès centréon Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service",3
1096,1096,[LDAP] Création de groupes applicatif pour les équipes,"Service concerné (Vault, keycloak, sugoi, AD, ...) : LDAP AG

Description de la demande : Centréon s'appuie désormais sur un mappage de groupe applicatif de l'AG  
Les équipes doivent posséder un groupe dont le peuplement sera )à leur charge via un groupe ASI","[LDAP] Création de groupes applicatif pour les équipes Service concerné (Vault, keycloak, sugoi, AD, ...) : LDAP AG

Description de la demande : Centréon s'appuie désormais sur un mappage de groupe applicatif de l'AG  
Les équipes doivent posséder un groupe dont le peuplement sera )à leur charge via un groupe ASI",26
1097,1097,[Keycloak] Création d'un compte de service ERA,"Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service","[Keycloak] Création d'un compte de service ERA Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service",3
1098,1098,[Keycloak] Modif conf client centreon,"Retrouvez plus de détails sur le remplissage des champs sur cette page : https://gitlab.insee.fr/iahs/authentification/documentation-keycloak/-/wikis/Comment%20faire%20une%20demande%20de%20cr%C3%A9ation%20ou%20de%20modification%20d'un%20client


Instance de keycloak concernée : auth.insee.fr

Realm : agents-insee-interne

Client :centreon

Urls à rajouter : https://supervision-si.adsia.sia.priv","[Keycloak] Modif conf client centreon Retrouvez plus de détails sur le remplissage des champs sur cette page : https://gitlab.insee.fr/iahs/authentification/documentation-keycloak/-/wikis/Comment%20faire%20une%20demande%20de%20cr%C3%A9ation%20ou%20de%20modification%20d'un%20client


Instance de keycloak concernée : auth.insee.fr

Realm : agents-insee-interne

Client :centreon

Urls à rajouter : https://supervision-si.adsia.sia.priv",6
1099,1099,[PKI] Génération d'un certificat pour un poste Linux,"Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service","[PKI] Génération d'un certificat pour un poste Linux Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service",3
1100,1100,[VAULT] Demander ajout Vault dans DNS SIA,,[VAULT] Demander ajout Vault dans DNS SIA ,-1
1101,1101,[AD] Reconfigurer le script de supervision des 70 DC,"Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service","[AD] Reconfigurer le script de supervision des 70 DC Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service",3
1102,1102,[IDDA] Compte de Service ADSIA,"Service concerné (Vault, keycloak, sugoi, AD, ...) : ADSIA

Description de la demande :

Dans le cadre de la mise en place d'un MVP Rundeck pour le SIA, nous aurions besoin de trois comptes de service dans l'annuaire SIA, avec un compte dédié pour chacune des équipes suivantes :
- IDDA
- Observabilité
- Persistance des données

Nous proposons les noms suivants pour ces comptes :
- pd9-ssh-iddardk-svc
- pd9-ssh-obsrdk-svc
- pd9-ssh-pddrdk-svc

En ce qui concerne l'organisation dans l'annuaire, nous suggérons le chemin suivant :
DC=adsia, OU=Services, OU=IDDA ou OU=Rundeck.


Cordialement,
Pascal Seckinger","[IDDA] Compte de Service ADSIA Service concerné (Vault, keycloak, sugoi, AD, ...) : ADSIA

Description de la demande :

Dans le cadre de la mise en place d'un MVP Rundeck pour le SIA, nous aurions besoin de trois comptes de service dans l'annuaire SIA, avec un compte dédié pour chacune des équipes suivantes :
- IDDA
- Observabilité
- Persistance des données

Nous proposons les noms suivants pour ces comptes :
- pd9-ssh-iddardk-svc
- pd9-ssh-obsrdk-svc
- pd9-ssh-pddrdk-svc

En ce qui concerne l'organisation dans l'annuaire, nous suggérons le chemin suivant :
DC=adsia, OU=Services, OU=IDDA ou OU=Rundeck.


Cordialement,
Pascal Seckinger",-1
1103,1103,[Keycloak] Theme Coltrane : mise en production,"Service concerné (Vault, keycloak, sugoi, AD, ...) : Keycloak

Description de la demande : 
Suite à plusieurs mises en recette, [la dernière](https://gitlab.insee.fr/iahs/incidents-et-gestion-courante/-/issues/38) a été validée.
Et merci d'avoir rajouté les dv2 et dv3 pour cette recette : nous avons désormais ce qui ressemble à un problème réseau en pré-prod...


Contraintes : 
- fin de la prestation avec l'ancien prestataire le 7 janvier
- début janvier est la période de collecte la plus chargée de l'année avec le début de la collecte d'une enquête de conjoncture dès le 26 décembre...

Date préférée pour la mise en production : dans la nuit du dimanche 22 au lundi 23 décembre.","[Keycloak] Theme Coltrane : mise en production Service concerné (Vault, keycloak, sugoi, AD, ...) : Keycloak

Description de la demande : 
Suite à plusieurs mises en recette, [la dernière](https://gitlab.insee.fr/iahs/incidents-et-gestion-courante/-/issues/38) a été validée.
Et merci d'avoir rajouté les dv2 et dv3 pour cette recette : nous avons désormais ce qui ressemble à un problème réseau en pré-prod...


Contraintes : 
- fin de la prestation avec l'ancien prestataire le 7 janvier
- début janvier est la période de collecte la plus chargée de l'année avec le début de la collecte d'une enquête de conjoncture dès le 26 décembre...

Date préférée pour la mise en production : dans la nuit du dimanche 22 au lundi 23 décembre.",12
1104,1104,Création d'une application (Horpise),"Bonjour,

Dans le cadre du développement d'une nouvelle application, merci de procéder à la création d'un nouveau client, dont voici les détails :

Type de configuration : OIDC/OAuth

Instance de keycloak concernée : auth.insee.test

Realm : agent-insee-interne

Client : appli ""ihm"" exécutée côté serveur : horpise-bff

Urls à rajouter : https://horpise-bff.developpement.insee.fr/


En vous remerciant.","Création d'une application (Horpise) Bonjour,

Dans le cadre du développement d'une nouvelle application, merci de procéder à la création d'un nouveau client, dont voici les détails :

Type de configuration : OIDC/OAuth

Instance de keycloak concernée : auth.insee.test

Realm : agent-insee-interne

Client : appli ""ihm"" exécutée côté serveur : horpise-bff

Urls à rajouter : https://horpise-bff.developpement.insee.fr/


En vous remerciant.",1
1105,1105,CERTFR-2024-AVI-1091 : Multiples vulnérabilités dans Apache Tomcat (19/12/2024),"Suivi à faire sur https://gitlab.insee.fr/dsi/suivi-alertes-securite/gestion-menace-cyber/-/issues/960


_[Procédure de suivi des vulnérabilités](https://gitlab.insee.fr/dsi/suivi-alertes-securite/gestion-menace-cyber/-/wikis/Proc%C3%A9dure-de-suivi-des-vuln%C3%A9rabilit%C3%A9s)_

url : https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1091/

## CVSS(3.1) Base Score : **9.8** - [CVE-2024-50379](https://www.cvedetails.com/cve/CVE-2024-50379/)

## Risque(s)
- Déni de service à distance
- Exécution de code arbitraire à distance
   
## Systèmes affectés
- Tomcat versions 10.1.x antérieures à 10.1.34
- Tomcat versions 9.0.x antérieures à 9.0.98

## Résumé
De multiples vulnérabilités ont été découvertes dans Apache Tomcat. Elles permettent à un attaquant de provoquer une exécution de code arbitraire à distance et un déni de service à distance.

## Solution
Se référer au bulletin de sécurité de l'éditeur pour l'obtention des correctifs (cf. section Documentation).

## Documentation
- Bulletin de sécurité Apache Tomcat Apache_Tomcat_10.1.34 du 09 décembre 2024
  - https://tomcat.apache.org/security-10.html#Fixed_in_Apache_Tomcat_10.1.34
- Bulletin de sécurité Apache Tomcat Apache_Tomcat_9.0.98 du 09 décembre 2024
  - https://tomcat.apache.org/security-9.html#Fixed_in_Apache_Tomcat_9.0.98
- Référence CVE CVE-2024-50379
  - https://www.cve.org/CVERecord?id=CVE-2024-50379
- Référence CVE CVE-2024-54677
  - https://www.cve.org/CVERecord?id=CVE-2024-54677 
  
Bonjour Clément (@frz6ir), **Cyberwatch** fait remonter 2 vm concernées :
- dvpegasewm001
- pppegasewm001  

Voici les rapports extraits de Cyberwatch ce matin :
- [VM_Pegase.ods](/uploads/7bc73de85bd89f968c04cca7fdc51eeb/VM_Pegase.ods)
- [CVE-2024-54677.ods](/uploads/49463de57e9aea8fd95f25e02f069da3/CVE-2024-54677.ods)
- [CVE-2024-50379.ods](/uploads/78b1164ebee090586ecf86d7d8601224/CVE-2024-50379.ods)

:warning: If the default servlet is write enabled (readonly initialisation parameter set to the non-default value of false) for a case insensitive file system, concurrent read and upload under load of the same file can bypass Tomcat's case sensitivity checks and cause an uploaded file to be treated as a JSP leading to remote code execution.","CERTFR-2024-AVI-1091 : Multiples vulnérabilités dans Apache Tomcat (19/12/2024) Suivi à faire sur https://gitlab.insee.fr/dsi/suivi-alertes-securite/gestion-menace-cyber/-/issues/960


_[Procédure de suivi des vulnérabilités](https://gitlab.insee.fr/dsi/suivi-alertes-securite/gestion-menace-cyber/-/wikis/Proc%C3%A9dure-de-suivi-des-vuln%C3%A9rabilit%C3%A9s)_

url : https://www.cert.ssi.gouv.fr/avis/CERTFR-2024-AVI-1091/

## CVSS(3.1) Base Score : **9.8** - [CVE-2024-50379](https://www.cvedetails.com/cve/CVE-2024-50379/)

## Risque(s)
- Déni de service à distance
- Exécution de code arbitraire à distance
   
## Systèmes affectés
- Tomcat versions 10.1.x antérieures à 10.1.34
- Tomcat versions 9.0.x antérieures à 9.0.98

## Résumé
De multiples vulnérabilités ont été découvertes dans Apache Tomcat. Elles permettent à un attaquant de provoquer une exécution de code arbitraire à distance et un déni de service à distance.

## Solution
Se référer au bulletin de sécurité de l'éditeur pour l'obtention des correctifs (cf. section Documentation).

## Documentation
- Bulletin de sécurité Apache Tomcat Apache_Tomcat_10.1.34 du 09 décembre 2024
  - https://tomcat.apache.org/security-10.html#Fixed_in_Apache_Tomcat_10.1.34
- Bulletin de sécurité Apache Tomcat Apache_Tomcat_9.0.98 du 09 décembre 2024
  - https://tomcat.apache.org/security-9.html#Fixed_in_Apache_Tomcat_9.0.98
- Référence CVE CVE-2024-50379
  - https://www.cve.org/CVERecord?id=CVE-2024-50379
- Référence CVE CVE-2024-54677
  - https://www.cve.org/CVERecord?id=CVE-2024-54677 
  
Bonjour Clément (@frz6ir), **Cyberwatch** fait remonter 2 vm concernées :
- dvpegasewm001
- pppegasewm001  

Voici les rapports extraits de Cyberwatch ce matin :
- [VM_Pegase.ods](/uploads/7bc73de85bd89f968c04cca7fdc51eeb/VM_Pegase.ods)
- [CVE-2024-54677.ods](/uploads/49463de57e9aea8fd95f25e02f069da3/CVE-2024-54677.ods)
- [CVE-2024-50379.ods](/uploads/78b1164ebee090586ecf86d7d8601224/CVE-2024-50379.ods)

:warning: If the default servlet is write enabled (readonly initialisation parameter set to the non-default value of false) for a case insensitive file system, concurrent read and upload under load of the same file can bypass Tomcat's case sensitivity checks and cause an uploaded file to be treated as a JSP leading to remote code execution.",-1
1106,1106,[AD] Délégation à compléter pour joindre les Debian au domaine,"Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service","[AD] Délégation à compléter pour joindre les Debian au domaine Merci de choisir le template d'issue le plus adapté (Via le champ juste au dessus)

- Demande générale : pour demander à réaliser une opération immédiate ou planifiée, qui ne résulte pas d'un dysfonctionnement
- Demande de changement d'url d'un cient Keycloak : si la demande concerne spécifiquement cette opération
- Déclaration d'incident : si votre requête résulte de l'observation d'un dysfocntionnement ou d'une régression sur un de nos service",3
