;title;description
304;[IDDA KubeProd] Demande de passage en mode app of apps en production;"Demande de passage en mode app of apps en production

## Informations

- Cluster : ""kubeprod""
- Namespace : ""projet-idda""
- Lien vers le répertoire GIT : https://gitlab.insee.fr/idda/kubernetes/kube-prod/gitops/-/tree/main/argocd-apps/kubeprod?ref_type=heads
- applications concernées : ""https://gitlab.insee.fr/idda/kubernetes/kube-prod/deployments/batch/batch-documentation/pd""

Bonjour,
voir Salva d'IDDA si vous avez une question... ou si vous voulez frapper quelqu'un
Merci
Salva"
305;demande  création namespace observabilite KubeProd;"Demande de création de namespace

## Informations

- cluster concerné KubeProd : 
- Nom du namespace : observabilite 
- lien vers dépôt gitlab des fichiers de déploiement : https://gitlab.insee.fr/domaine-production-informatique/observabilite/equipe_observabilite/applications/-/tree/main/apps?ref_type=heads
- timbre de la division métier propriétaire de l'application déployée : observabilite 
- Adresse mail de l'équipe pour envoi des alertes : dsi-observabilite@insee.fr
- quartier de l'application déployée dans ce namespace : AP
- liste idep à ajouter sur sugoi pour l'initialisation : F8PWP3 HNIPOZ
- Ressources nécessaires : (valeurs à modifier selon les besoins)
    - Nombre max de pods autorisés sur le namespace : 10
    - Nombre de cpu :
        - requests : 2
        - limits :4
    - mémoire :
        - requests : 4Gi
        - limits : 8Gi
    - Storage :
        - requests : 4Gi


/!\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)"
306;[namespace Observabilite] Augmentation quota mémoire;"En tant que Observabilite, je souhaite augmenter le quota mémoire du projet à 20Go.  
Merci d'avance  
Pierre  
Définition du DONE:  
Avoir un quota méméoire à 20Go  
*"
307;[haute dispo] : augmentation ressource sur kubedev;"Bonjour,

Dans le cadre de nos travaux PRA/PCA (haute disponibilité), nous commençons à déployer sur kubedev l'infrastructure pour pouvoir répliquer des données. Nous avons besoin d'une augmentation de ressource pour notre namespace : projet-hd
Nous avons identifié une première ressource à augmenter : il s'agit du EphemeralStorage.
Nous aurions besoin d'une volumétrie de 30 Go pour valider le transfert de gros fichiers sur Nubo.

Cordialement,

F. Harnois"
308;[KUBEDEV][KUBEPREPROD][KUBEDMZ] Passage mode app of apps;"Demande d'ajout ou de suppression d'une application au déploiement Gitops

Bonjour, je souhaiterais passer en mode app of apps pour plusieurs environnement 

KubeDev: namespace projet-filiere-enquete-preparer-collecter
         -> ne conserver que le chemin vers le directory /kubedev
         -> en profiter pour modifier le mailto de farid.ait-karra@insee.fr pour `service-numerique-plateforme-collecte@insee.fr`

KubePreprod et KubeDMZ: namespaceprojet-filiere-enquete-prep-coll
                        - sur le modéle de la conf kubeDev pointer respectivement vers /kubepreprod et /kubedmz uniquement

Grand merci à vous!"
309;Création namespace DAAP;"Demande de création de namespace

## Informations

- cluster concerné (KubeDev, KubeOSS, KubePP, KubeProd, KubeDMZ ou KubePPDMZ) : KubeProd et KubePreprod
- Nom du namespace : projet-daap
- lien vers dépôt gitlab des fichiers de déploiement : https://gitlab.insee.fr/architecture-applicative/poc/gitops-daap
- timbre de la division métier propriétaire de l'application déployée : 
- timbre de l'équipe de maintenance : équipe archi
- Adresse mail de l'équipe pour envoi des alertes : : dsi-archi@insee.fr 
- quartier de l'application déployée dans ce namespace : 
- liste idep à ajouter sur sugoi pour l'initialisation : même que pour KubeDev
- Ressources nécessaires : (valeurs à modifier selon les besoins)
    - Nombre max de pods autorisés sur le namespace : 40
    - Nombre de cpu :
        - requests : 100m 
        - limits :1000m
    - mémoire :
        - requests : 100Mi
        - limits : 1Gi
    - Storage :
        - requests : 50Mi
    - Ephemeral Storage :
        - requests : 10Mi
        - limits : 100Mi

- Informations complémentaires (Vault, MinIo ...) : MinIo


/!\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)"
310;[Codification] Problème suppression application;"Bonjour,

J'essaie de déployer en prod sur le namespace codification-automatique (ici : https://gitops-kubernetes.insee.fr/applications/projet-codification-automatique-prod/app-of-apps-codification-automatique?view=tree ), je pense que je m'étais trompé en renseignant : 

```yaml
argo-applications:
  project:
```

J'ai mis 

```yaml
""projet-codification-automatique""
```

au lieu de 

```yaml
""projet-codification-automatique-preprod""
```

J'ai essayé de supprimer mon déploiement, mais ça bloque avec le message 

""Unable to delete application resources: error getting app project ""projet-codification-automatique"": appproject.argoproj.io ""projet-codification-automatique"" not found""

Pouvez-vous m'aider à débloquer tout ça.

Merci,

Julien"
311;[Plateforme de données] Atelier ArgoWF/RClone;"En tant qu'utilisateur plateforme de données,  
j'ai besoin d'accompagnement pour la mise en place d'un workflow RCLone.

/cc @YWBODS @r9oh5f"
312;Pouvoir récupérer des images à partir de mcr.microsoft.com;"Bonjour, je suis en train d'installer sur KubeDMZ une nouvelle application de la suite Colectica (le workflow). 

L’éditeur fournit un Dockerfile qui récupère une image sur mcr.microsoft.com/dotnet/aspnet:8.0 . Pensez-vous qu’il soit possible de rajouter une règle autorisant l’accès à ce repo ?"
313;Demande création namespace Profiam KubePreprodDMZ;"Demande de création de namespace

## Informations

- cluster concerné KubePPDMZ : 
- Nom du namespace : profiam
- lien vers dépôt gitlab des fichiers de déploiement : https://gitlab.insee.fr/Individus-et-logements/resil/profiam/gitops-template/-/tree/main/apps?ref_type=heads
- Adresse mail de l'équipe pour envoi des alertes : DR45-SNDI-RESIL-Developpement
- quartier de l'application déployée dans ce namespace : RI
- liste idep à ajouter sur sugoi pour l'initialisation : RPMRBX, YXY4JG
- Ressources nécessaires : (valeurs à modifier selon les besoins)
    - Nombre max de pods autorisés sur le namespace : 40
    - Nombre de cpu :
        - requests : 2000m 
        - limits :6000m
    - mémoire :
        - requests : 50Gi  Il y aura des traitements spark d'appariement
        - limits : 50Gi
    - Storage :
        - requests : 50Gi
    - Ephemeral Storage :
        - requests : 10Gi
        - limits : 50Gi

- Informations complémentaires (Vault, MinIo ...) : Vault, Minio

/!\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)"
314;[KubePreprod][Melodi] Alerte ArgoWorkflow alors que le job se termine bien;"Bonjour,

Sur **KubePreprod** namespace **projet-melodi-interne**, il y a un cron job qui se lance toutes les 5 minutes. Il n'y a pas d'erreur à la fin du job pourtant on reçoit un mail d'alerte. Pouvez-vous voir ce qui ne va pas ? Merci !

https://grafana.pp-application1.kube.insee.fr/explore?schemaVersion=1&panes=%7B%22xh7%22:%7B%22datasource%22:%22ee5ski6xc44jkc%22,%22queries%22:%5B%7B%22refId%22:%22A%22,%22expr%22:%22%7Bnamespace%3D%5C%22projet-melodi-interne%5C%22%7D%22,%22range%22:true,%22datasource%22:%7B%22type%22:%22prometheus%22,%22uid%22:%22ee5ski6xc44jkc%22%7D,%22editorMode%22:%22builder%22,%22legendFormat%22:%22__auto%22,%22useBackend%22:false,%22disableTextWrap%22:false,%22fullMetaSearch%22:false,%22includeNullMetadata%22:true%7D%5D,%22range%22:%7B%22from%22:%22now-1h%22,%22to%22:%22now%22%7D%7D%7D&orgId=30

{__name__=""ALERTS"", alertname=""ArgoWorkflowFailed"", alertstate=""firing"", app=""argo-workflows"", container=""controller"", controller_namespace=""argo-workflows"", endpoint=""metrics"", instance=""10.233.83.50:9090"", job=""argo-workflows-workflow-controller"", namespace=""projet-melodi-interne"", pod=""argo-workflows-workflow-controller-7486c9d568-ts5km"", service=""argo-workflows-workflow-controller"", severity=""warning"", workflow_created_at=""2025-04-07T08:15:00Z"", workflow_duration_seconds=""127.389757"", workflow_name=""backup-s3-to-applishare-interne-cronjob-1744013700"", workflow_namespace=""projet-melodi-interne""}"
315;Augmentation ressources ProdInterne sur le namespace projet-metadonnees;"Bonjour, pourriez-vous aumgmenter les ressources disponible sur la prod interne pour le namespace métadonnées comme suit :
```yaml
    limits:
      cpu: 8
      memory: 10Gi
      storage: 500Mi
      ephemeralStorage: 100Mi
    request:
      cpu: 4
      memory: 5Gi
      storage: 100Mi
      ephemeralStorage: 50Mi
```

*"
316;Oscar : liste d'objets en lien avec les batchs sur les cluster de Prod;"Je souhaiterais avoir avoir le résultat des commandes ci après sur le cluster **KubeProd** et sur le cluster **KubeDMZ**.
  
kubectl get workflowtemplates –all-namespaces  
kubectl get cronworkflow –all-namespaces  
kubectl get cronjob --all-namespaces"
317;[Codification-automatique] Augmentation ressources;"En **prod** et **preprod**, sur le namespace **codification-automatique**, il faudrait modifier, j'ai indiqué n'importe quoi dans ma demande des créations de namespaces.

* Storage :
  * requests : 50Gi
* Ephemeral Storage :
  * requests : 1Gi
  * limits : 5Gi

Merci"
318;Demande de passage en mode app of apps en Dev pour GitOups;"Demande de passage en mode app of apps en Dev

## Informations

- Cluster : KubeDev
- Namespace : PDT
- Lien vers le répertoire GIT : https://gitlab.insee.fr/diem/git-oups
- Chemin : ./argocd-apps/kubedev"
319;Augmentation ressources namespace projet-prisme;"On commence à atteindre les limites sur le namespace projet-prisme
Voici les quotas actuels et ce que je propose (si ça vous parait cohérent):

    Pods : 31 / 40 → je propose de passer à 70 dans un premier temps

    requests.cpu : 3202m / 4 → je propose de passer à 10

    requests.memory : 5094Mi / 5Gi → je propose de passer à 15Gi

Le reste (limits.* et storage) est encore largement en dessous des seuils.

Merci !!"
320;Compas : namespace de production;"En tant que l'équipe de développement Compas, je souhaite avoir un namespace sur KubeProd pour déployer mon application sur le cluster de Kube Production.

Le dépots gitops est là : https://gitlab.insee.fr/dsi/compas/compas-gitops-production

Il s'agit d'une application standart avec une api en Java et une ihm en react.

Il faudrait sans doute également initié le projet sur argoCd

<!-- Utiliser les tâches pour découper en sous-élements -->

Définition du DONE:

*"
321;Améliorations du déploiement Gitops du namespace projet-sd-sdin (KubeDev);"Bonjour. Cette issue a pour but de mettre au carré le déploiement Gitops app of apps du namespace `projet-sd-sdin` sur KubeDev.

## Informations

- Je demande : 
    - [ ] Supprimer les liens vers les dépôts gitops obsolètes
    - [ ] `argocd-image-updater` semble ne pas fonctionner depuis un moment sur l'application `sos` : savez-vous pourquoi ?
    - [ ] Ce dépôt gitops est-il aux normes actuelles ? Ou bien préconisez-vous certains changements ?
    - [ ] En particulier, on envisage de déployer une des applications (`sos`) vers plusieurs environnements (plusieurs déploiements différents dev, recette, etc. vers KubeDev, et à terme un déploiement prod vers KubeProd) => faut-il envisager d'organiser le dépôt autrement, ou de créer un autre dépôt ?
- Il s'agit d'un dépôt GitOps en mode app of apps : il semble que oui
- Cluster : KubeDev
- Namespace : `projet-sd-sdin`
- Lien vers le répertoire GIT : https://gitlab.insee.fr/sndi-support-developpement-nantes/travaux/gitops-sd-sndin

## Précisions

En examinant ArgoCD de dev, je constate que le namespace `projet-sd-sdin` est lié à plusieurs dépôts gitops :
- https://gitlab.insee.fr/sndi-support-developpement-nantes/travaux/gitops-sd-sndin :white_check_mark: 
- http://gitlab.insee.fr/sndi-support-developpement-nantes/travaux/gitops-sd-sndin (en état unknown)
- https://gitlab.insee.fr/sndi-support-developpement-nantes/applications/questionnaire-qualite/questionnaire-qualite-config
- http://gitlab.insee.fr/bricotheque/questionnaire-qualite-config (en état unknown)

L'objectif est de conserver uniquement https://gitlab.insee.fr/sndi-support-developpement-nantes/travaux/gitops-sd-sndin comme référence unique de déploiement pour ce namespace vers KubeDev, avec actuellement les applications `sos`, `tp-java-streams`, `uptime-sd-sdin` qui doivent être préservées. Les autres liens gitops doivent être supprimés.

En particulier, l'application `questionnaire-qualite` ne sera plus déployée et c'est ce qu'on souhaite, elle n'est plus utile."
322;[Citrus][kubedev] Augmentation du Ephemeral Storage;"Est-ce que vous pouvez augmenter dans le namespace projet_citrus le requests ?

Ephemeral Storage :
* requests : **120Mi** (au lieu de 10Mi)
* limits : 500Mi

Le projet charge un modèle, du coup j'avais mal évalué le Ephemeral Storage."
323;[Codification-automatique] Demande de passage en mode app of apps en production;"Demande de passage en mode app of apps en production

## Informations

- Cluster : kubedev, kubepreprod, kubeprod
- Namespace : projet-codification-automatique
- Lien vers le répertoire GIT : https://gitlab.insee.fr/service-codification/deployment/
- applications concernées : aspic, cobra

A priori, on est déjà en app-of-apps sur kubedev, par contre je ne sais pas comment faire pour que seules les applis de dev déployées sur kubedev, (resp de prod sur kubeprod...)

Je pense qu'il faut faire pointer **l'argocd de dev sur argocd-apps/kubedev**, pour l'instant le répertoire est vide mais vous pouvez faire la modif dès que possible, pas grave si nos applis de hors prod sont indisponibles."
324;Mise en place du dossier argocd-apps dans le namespace projet-metadonnees de DMZ;"En tant que pilote produit Métadonnées, je souhaite activer les options liés au dossier argocd-apps dans le namespace projet-metadonnees de DMZ (https://gitlab.insee.fr/metadonnees/rmes/gitops-prod)


Définition du DONE: nous pouvons de manière autonome ajouter ou supprimer des applications argocd en ajoutant/supprimant les fichiers dans le dossier argocd-apps.

Merci d'avance !"
325;Création namespace ASPIC et COBRA sur KubeProd/KubePreprod;"Demande de création de namespace

## Informations

- cluster concerné (KubeDev, KubeOSS, KubePP, KubeProd, KubeDMZ ou KubePPDMZ) :

KubePP, KubeProd

- Nom du namespace : 

codification-automatique

- lien vers dépôt gitlab des fichiers de déploiement :

https://gitlab.insee.fr/service-codification/deployment/

Il faudra que je refactore le dépôt pour avoir un répertoire argocd-apps/kubedev et agrocd-apps/kubeprod, par contre je ne comprends pas comment faire en sorte que l'argocd de dev (resp. prod) n'observe que le répertoire argocd-apps/kubedev (reso kubeprod).

- timbre de la division métier propriétaire de l'application déployée : 

DG75-L120

- timbre de l'équipe de maintenance : 

DR59-SNDI59

- Adresse mail de l'équipe pour envoi des alertes : 

dg75-administration-sicore@insee.fr

dr59-sicore-maintenance@insee.fr

- quartier de l'application déployée dans ce namespace : 

st

- liste idep à ajouter sur sugoi pour l'initialisation : 

FHDDHA

LQD18L

TVXIIB

ESDH3T

- Ressources nécessaires : (valeurs à modifier selon les besoins)
  - Nombre max de pods autorisés sur le namespace : 40
  - Nombre de cpu :
    - requests : 600m
    - limits :6000m
  - mémoire :
    - requests : 500Mi
    - limits : 20Gi
  - Storage :
    - requests : 50Mi
  - Ephemeral Storage :
    - requests : 10Mi
    - limits : 20Gi
- Informations complémentaires (Vault, MinIo ...) : 

### MinIO

Un accès à minio est nécessaire pour charger les modèles (ASPIC) et les fichiers de règles (Cobra),

### Vault

Les chemins suivants sont créés dans vault-prod https://vault-prod-dc1.insee.fr/ (rôle dev_st-codification-automatique ):

`st/aspic/equipe/dev_st-codification-automatique/*` `st/cobra/equipe/dev_st-codification-automatique/*`

cf https://gitlab.insee.fr/iahs/incidents-et-gestion-courante/-/issues/157

/!\\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)"
326;Augmentation des ressources sur le namespace projet-metadonnees en DMZ;"## Résumé

- Description : le rclone que nous utilisons en DMZ pour faire une synchroniation entre minio et applishare ne fonctionne plus
Nous avons le message d'erreur suivant : `pods ""copy-s3-applishare-g6tml"" is forbidden: exceeded quota: projet-metadonnees-config-quotas, requested: requests.cpu=200m, used: requests.cpu=400m, limited: requests.cpu=500m`
- Impact utilisateur : Moyen (des documents ne sont plus accessible sur insee.fr)

## Détails utiles

- Namespace : projet-metadonnees
- Application/Pod : https://gitlab.insee.fr/metadonnees/rmes/gitops-prod/-/blob/main/apps/rclone/copie-repertoire-s3-dans-applishare.yaml?ref_type=heads
- Logs utiles : 
- Métriques utiles : 
- Incidents similaires : 

## Historique

- 2025-03-23 : Début de l'incident
- ... : ...
- ... : Rétablissement du service en ...
- ... : Correction pérenne"
327;[projet-pilotage-preprod] suppression des preprod;"En tant que dev au Domaine SG, je souhaite supprimer l'ensemble des **preprod** du namespace projet-pilotage-preprod :

- api-donnees-pilot
- api-equilibre
- ihm-equilibr
- referentiel-pilot"
328;Création de namespace projet-nautile sur kubeDev;"Demande de création de namespace

## Informations

- cluster concerné : KubeDev
- Nom du namespace : projet-nautile
- lien vers dépôt gitlab des fichiers de déploiement : 
- timbre de la division métier propriétaire de l'application déployée : DG75-L110
- timbre de l'équipe de maintenance : DR45-SNDI
- Adresse mail de l'équipe pour envoi des alertes : dr45-sndi-nautile@insee.fr
- quartier de l'application déployée dans ce namespace : MN
- liste idep à ajouter sur sugoi pour l'initialisation : snv23a qv47ik b1gju8 q8blxo dq6kat zhsnyu
- Ressources nécessaires : (valeurs à modifier selon les besoins)
    - Nombre max de pods autorisés sur le namespace : 40
    - Nombre de cpu :
        - requests : 100m 
        - limits :1000m
    - mémoire :
        - requests : 80Gi
        - limits : 100Gi
    - Storage :
        - requests : 100Mi
    - Ephemeral Storage :
        - requests : 100Mi
        - limits : 1Gi

- Informations complémentaires (Vault, MinIo ...) : S3 : bucket nautile à 100Gi

/!\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)"
329;nettoyage KubeDMZ;"En tant que PO, je souhaite que les environnements temporaire de test et d'homologation soient supprimés de KubeDMZ.

Définition du DONE:

* [x] suppression de la publication hello-world.insee.fr
* [x] suppression du namespace projet-homologation"
330;Demande de namespace sur KubeDev pour l'application Elire;"Demande de création de namespace

## Informations

- cluster concerné : KubeDev
- Nom du namespace : projet-elire
- lien vers dépôt gitlab des fichiers de déploiement : 
- Adresse mail de l'équipe pour envoi des alertes : :CI44-Maintenance ELIRE <ci44-maintenance-elire@insee.fr>
- quartier de l'application déployée dans ce namespace : RI
- timbre de la division métier propriétaire de l'application déployée : DG75-F501
- timbre de l'équipe de maintenance : DR44-SNDI
- liste idep à ajouter sur sugoi pour l'initialisation : ME56UN, UIR6DR, Z11R88
- Ressources nécessaires : (valeurs à modifier selon les besoins)
    - Nombre max de pods autorisés sur le namespace : 40
    - Nombre de cpu :
        - requests : 100m 
        - limits :1000m
    - mémoire :
        - requests : 100Mi
        - limits : 1Gi
    - Storage :
        - requests : 50Mi
    - Ephemeral Storage :
        - requests : 10Mi
        - limits : 100Mi

- Informations complémentaires (Vault, MinIo ...) :

/!\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)

/cc @Z11R88"
331;Demande de création de namespace dédié à la formation au SNDIN;"Demande de création de namespace

Bonjour, je souhaiterais disposer d'un namespace qui sera utilisé spécifiquement pour les exercices de formation (ou équivalents : auto-formation, ateliers...) du SNDI de Nantes. Son usage sera donc très variable.

Il n'y a actuellement pas de dépôt gitops associé, puisque pas d'application spécifiquement associée. Faut-il en créer un tout de même dès maintenant, ou bien peut-on le demander plus tard ?

Il n'y a actuellement pas de besoin immédiat d'avoir un Minio, cependant en fonction des exercices proposés, cela pourrait être le cas à un moment donné.

## Informations

- cluster concerné : KubeDev
- Nom du namespace : projet-sndin-formation
- lien vers dépôt gitlab des fichiers de déploiement : aucun actuellement
- Adresse mail de l'équipe pour envoi des alertes : dr44-sndi-support-au-developpement@insee.fr
- quartier de l'application déployée dans ce namespace : aucune application (ce namespace sera utilisé pour des exercices ou des ateliers)
- liste idep à ajouter sur sugoi pour l'initialisation : tj2lu2
- Ressources nécessaires : ressources standard
    - Nombre max de pods autorisés sur le namespace : 40
    - Nombre de cpu :
        - requests : 100m 
        - limits :1000m
    - mémoire :
        - requests : 100Mi
        - limits : 1Gi
    - Storage :
        - requests : 50Mi
    - Ephemeral Storage :
        - requests : 10Mi
        - limits : 100Mi

- Informations complémentaires (Vault, MinIo ...) : pas de besoin immédiat

/!\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)"
332;Demande deploiement argoCD;"Demande d'ajout ou de suppression d'une application au déploiement Gitops

## Informations

- Je demande : 
    - [X] Un ajout
    - [ ] Une Suppression
- Il s'agit d'un dépôt GitOps en mode app of apps : [ ]
- Cluster : kubedev
- Namespace : projet-stage-kubeapp
- Lien vers le répertoire GIT : https://gitlab.insee.fr/malleville/test_kube
- Chemin vers fichiers helm : helm/helloworld/"
333;Création de l'application Magma en KubeProd;"Demande d'ajout ou de suppression d'une application au déploiement Gitops

## Informations

- Je demande : 
    - [x] Un ajout
    - [ ] Une Suppression
- Il s'agit d'un dépôt GitOps en mode app of apps : [x]
- Cluster : KubeProd
- Namespace : projet-metadonnees
- Lien vers le répertoire GIT : https://gitlab.insee.fr/metadonnees/rmes/gitops-prod-interne/-/tree/main/apps/Magma"
334;DDC - déploiement gitops;"Demande d'ajout d'une application au déploiement Gitops

## Informations

- Je demande : 
    - [ X] Un ajout
- Il s'agit d'un dépôt GitOps en mode app of apps : [x]
- Cluster : kubedev, kubepreprod, kubeprod 
- Namespace : projet-ddc-xxx
- Lien vers le répertoire GIT : https://gitlab.insee.fr/prix-la-consommation/ddc/argocd-ddc"
335;Création d'un namespace en KubeProd pour le produit Métadonnées;"Demande de création de namespace

## Informations

- cluster concerné (KubeDev, KubeOSS, KubePP, KubeProd, KubeDMZ ou KubePPDMZ) : KubeProd
- Nom du namespace : projet-metadonnees
- lien vers dépôt gitlab des fichiers de déploiement : https://gitlab.insee.fr/metadonnees/rmes/gitops-prod-interne
- Adresse mail de l'équipe pour envoi des alertes : dr59-sinl-equipe-maintenance-rmes@insee.fr
- quartier de l'application déployée dans ce namespace : st
- liste idep à ajouter sur sugoi pour l'initialisation : XRMFUX, C3JGPV, ZV2AOJ, P4RV1I, THJIOC, R9V0H6
- Ressources nécessaires : (valeurs à modifier selon les besoins)
    - Nombre max de pods autorisés sur le namespace : 40
    - Nombre de cpu :
        - requests : 100m 
        - limits :1000m
    - mémoire :
        - requests : 100Mi
        - limits : 1Gi
    - Storage :
        - requests : 50Mi
    - Ephemeral Storage :
        - requests : 10Mi
        - limits : 100Mi

- Informations complémentaires (Vault, MinIo ...) :

/!\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)"
336;[KubeDMZ] Demande d'augmentation de ressources;"cluster : KubeDMZ
namespace : projet-plateforme-de-donnees

Bonjour, pouvez-vous augmenter la valeur de requests.storage à 5Gi ?

Merci"
337;[Codfication-automatique][Kubedev] Augmentation de ressource kubedev;"En tant que datascientist sur la codification automatique, je souhaite une augmentation du request.memory du namespace **projet-codification-automatique**,

Bonjour,
Comme on charge les modèles au démarrage, le plus simple est d'avoir une request.memory élevée


Définition du DONE:

* Augmentation du **request.memory a 20Gio**

Merci"
338;Création namespace BRPP3;"Demande de création de namespace

comme évoqué ce matin en réunion avec @y8j19f, demande de création de namespaces pour les API brpp3 d'identification et de notification. Ces namespaces seront utilisés par la suite pour les autres briques du projet brpp3.

## Informations

- cluster concerné (KubeDev, KubeOSS, KubePP, KubeProd, KubeDMZ ou KubePPDMZ) : KubeDev, KubePP et KubePD
- Nom du namespace : projet-brpp3
- lien vers dépôt gitlab des fichiers de déploiement : https://gitlab.insee.fr/repertoire-des-personnes/brpp3/brpp3-gitops
- Adresse mail de l'équipe pour envoi des alertes : ci44-maintenance-brpp2@insee.fr
- quartier de l'application déployée dans ce namespace : RI
- liste idep à ajouter sur sugoi pour l'initialisation : `a2tmcf` `wehdrc`
- Ressources nécessaires : (valeurs à modifier selon les besoins)
    - Nombre max de pods autorisés sur le namespace : 40
    - Nombre de cpu :
        - requests : 100m 
        - limits :1000m
    - mémoire :
        - requests : 100Mi
        - limits : 1Gi
    - Storage :
        - requests : 50Mi
    - Ephemeral Storage :
        - requests : 10Mi
        - limits : 100Mi

- Informations complémentaires (Vault) : accès vault HP (kubedev) et PD (kubepp et kubepd)

/!\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)"
339;"[KubePPDMZ] Erreur sur les pods ""image pull""";"Bonjour,

On constate des erreurs de image pull

namespace projet-melodi
![image](/uploads/7e1a15bdda2e7c312a1771d212301fd9/image.png)

namespace plateforme-de-donnees
![image](/uploads/f88218de0835ec47367952b6527ffa5a/image.png)

Pouvez-vous résoudre ces erreurs ? Merci"
340;[Haute-Dispo / Apisirene] Demande d'augmentation de ressources sur kubedev;"Bonjour,

Nous commençons à déployer sur kubedev le cluster Elastic qui remplacera le cluster Solr pour l'API Sirene.
Nous avons besoin d'une augmentation de ressources pour notre namespace : projet-hd

Nous n'avons pas forcément besoin de toutes les ressources immédiatement, le strict nécessaire est le stockage, 1To.
Le reste peut être discuté en fonction des ressources actuellement disponibles sur kube.


L'infra cible de prod (valeurs non définitives) serait

    3 Master nodes Elasticsearch 2 CPU / 8 Go RAM = 6 CPU 24go RAM
    6 Data nodes Elasticsearch 8 CPU / 32Go RAM = 42 CPU 192go RAM
    3 tomcat 2 CPU / 2 Go RAM : 6 CPU 6go RAM
    1 bdd dont le volume actuel est 300 Go à répliquer sur elastic donc PVC d'environ 800-1000 Go pour les données.


Nous aurons aussi quelques petites applications et batchs, que ce soit pour apisirene ou équipe Haute-Dispo, donc il faut prévoir un peu de marge.

Pour un seul elastic de dev (pour l'instant) ça donnerait quelque chose autour de :

Ressources nécessaires :

* Nombre max de pods autorisés sur le namespace : 60 ?
* Nombre de cpu :
  * requests : 40000m
  * limits : 80000m
* mémoire :
  * requests : 120Gi
  * limits : 250Gi
* Storage :
  * requests : 1000Gi
* Ephemeral Storage (pour les snapshots, aucune idée du besoin) :
  * requests : 500Mi
  * limits : 10Gi"
341;[Citrus][kubedev] Inversion entre request et limit dans le namespace projet_citrus pour le cpu;"Dans le namespace projet_citrus, avec la commande `kubectl get resourcequotas`, j'ai le résultat :
```
NAME                          AGE   REQUEST         LIMIT
projet-citrus-config-quotas   61d   count/pods: 1/40, requests.cpu: 100m/2, requests.ephemeral-storage: 5Mi/10Mi, requests.memory: 50Mi/100Mi, requests.storage: 0/50Mi   limits.cpu: 500m/500m, limits.ephemeral-storage: 100Mi/500Mi, limits.memory: 500Mi/1Gi
```

A la création https://gitlab.insee.fr/kubernetes/kubeapp/suivi-des-demandes/-/issues/105, j'ai demandé 

* Nombre de cpu :
  * requests : 500m
  * limits : 2
* mémoire :
  * requests : 100Mi
  * limits : 1Gi

J'aurais dû avoir **limits.cpu: 500m/2** au lieu de ~~limits.cpu: 500m/500m~~

**requests.cpu: 100m/500** au lieu de ~~requests.cpu: 100m/2~~"
342;[KubePP][IDDA] Demande de création d'un namespace dans le cluster KubePP;"Demande de création de namespace

Bonjour,

Suite à l'échange sur la mise en place de K6, voici notre demande de namespace dans le cluster KubePP.

## Informations

- cluster concerné : KubePP
- Nom du namespace : projet-idda
- lien vers dépôt gitlab des fichiers de déploiement : https://gitlab.insee.fr/idda/kubernetes/kube-preprod/gitops
- Adresse mail de l'équipe pour envoi des alertes : dsi-idda@insee.fr
- quartier de l'application déployée dans ce namespace : ap
- liste idep à ajouter sur sugoi pour l'initialisation : MDZP17 O7UWOJ UOWA3M TO8IGE YCG8L6 SEZI26 NBLFGK F2GA4S FB9KSQ YNKC89 TUYHZ9 E1RJFJ PP85Z1
- Ressources nécessaires :
    - Nombre max de pods autorisés sur le namespace : 40
    - Nombre de cpu :
        - requests : 4000m
        - limits : 16000m
    - mémoire :
        - requests : 20Gi
        - limits : 50Gi
    - Storage :
        - requests : 10Gi
    - Ephemeral Storage :
        - requests : 50Mi
        - limits : 1Gi

/!\ En créant ce ticket, je reconnais avoir lu les [conditions générales d'utilisation du cluster](https://kubernetes.gitlab-pages.insee.fr/kubeapp/documentation/charte_usage)"
